temp,humid,co2,voc,pm25
21.53,27.24,595,314,99
21.67,28.6,594,402,100
21.53,26.99,591,339,72
21.7,27.17,595,351,72
21.73,27.13,623,367,61
21.74,26.42,606,360,51
21.74,25.95,587,329,47
21.7,25.48,561,310,40
21.7,24.97,545,278,38
21.69,24.77,532,269,33
21.73,24.29,520,259,26
21.64,24.04,507,241,25
21.63,23.68,496,213,23
21.63,23.44,486,210,20
21.62,22.95,476,187,19
21.66,23.12,469,178,16
21.56,22.65,463,164,12
21.62,22.92,456,156,12
21.49,22.17,448,149,11
21.56,22.46,442,145,12
21.28,22.16,439,134,9
21.43,22.57,499,144,9
21.43,22.94,522,144,8
21.54,22.46,521,143,6
21.59,22.56,525,143,6
21.52,22.28,535,145,5
21.5,22.31,537,132,4
21.42,21.94,540,126,4
21.43,21.86,534,124,3
21.46,21.82,544,123,4
21.52,21.57,546,130,4
21.49,21.72,552,138,2
21.46,22.08,559,149,2
21.32,22.08,563,149,2
21.4,22.17,563,143,3
21.54,22.12,573,146,2
21.53,21.93,576,140,3
21.36,22.09,578,141,2
21.33,22.32,581,137,2
21.52,21.81,578,139,2
21.49,21.84,577,132,2
21.53,21.75,579,137,2
21.32,21.81,589,139,3
21.35,21.55,600,153,1
21.54,21.78,605,156,2
21.45,21.73,609,176,2
21.5,21.61,613,179,2
21.39,21.73,610,162,2
21.56,21.57,615,169,2
21.56,21.65,617,156,2
21.57,22.16,622,151,2
21.52,22.25,623,147,2
21.53,22.03,625,143,3
21.49,21.67,626,143,2
21.5,21.89,613,135,3
21.83,23.26,626,157,4
21.97,23.65,723,259,3
22.13,24.31,958,301,3
22.17,24.02,953,284,3
22.36,24.91,1043,304,3
22.23,23.71,983,289,3
22.09,23.75,861,255,3
22.1,23.38,841,252,2
22.0,23.23,800,230,3
22.04,22.78,772,224,3
22.01,22.57,753,202,2
21.87,22.71,738,190,4
21.9,22.42,722,199,3
21.79,22.19,715,165,2
21.89,22.25,708,165,2
21.96,21.95,711,168,3
21.76,22.1,714,171,3
21.83,22.09,711,154,2
21.93,21.72,701,159,3
21.97,21.78,697,166,3
21.8,21.47,696,166,3
21.97,21.59,696,185,3
21.74,21.45,693,175,3
22.13,20.9,701,223,3
21.86,21.26,702,216,4
22.04,20.77,704,213,4
22.16,20.31,693,187,4
22.2,21.37,680,188,3
22.28,20.55,689,185,3
22.34,21.39,718,230,3
22.44,20.89,715,207,3
22.48,20.28,712,193,3
22.44,19.98,693,198,3
22.4,20.91,686,177,3
22.55,19.57,678,186,3
22.54,19.35,659,162,3
22.34,19.4,656,162,4
22.21,19.47,651,160,4
22.24,19.39,637,144,4
22.21,19.09,618,135,4
22.13,19.06,608,135,4
22.04,19.19,593,128,5
22.06,19.16,586,123,6
21.92,19.32,578,123,8
22.0,19.22,568,116,9
21.9,19.14,563,119,9
21.8,19.28,550,112,10
21.85,19.23,544,115,13
21.77,19.27,544,121,13
21.79,19.18,536,117,13
21.72,19.17,530,121,14
21.7,19.16,524,124,17
21.73,18.93,520,118,16
21.67,19.1,517,114,16
21.49,19.38,517,120,17
21.64,19.03,522,115,17
21.54,19.1,523,120,16
21.52,19.1,513,120,18
21.57,19.05,513,115,18
21.6,19.11,513,121,19
21.45,19.0,508,117,20
21.53,19.21,513,115,20
21.52,19.03,514,116,22
21.56,19.19,510,111,21
21.49,19.05,510,112,24
21.49,19.27,510,111,23
21.35,19.3,515,103,23
21.52,19.06,509,108,23
21.43,19.11,509,112,21
21.36,19.13,510,116,22
21.32,19.04,511,111,23
21.35,19.23,508,115,24
21.35,19.22,507,116,25
21.45,19.08,507,114,24
21.42,19.21,502,121,24
21.38,19.16,499,121,24
21.4,19.06,501,131,23
21.38,19.15,501,134,25
21.33,19.26,502,137,26
21.39,19.13,502,141,26
21.29,19.35,507,139,27
21.15,19.42,511,137,30
21.21,19.6,512,145,28
21.23,19.64,513,137,29
21.22,19.51,511,134,28
21.32,19.5,508,127,27
21.23,19.42,504,130,27
21.28,19.47,502,132,26
21.22,19.57,508,127,27
21.22,19.51,507,126,28
21.3,19.44,504,134,26
21.08,19.61,502,134,26
21.25,19.57,505,136,27
21.1,19.68,506,137,27
21.22,19.47,510,138,29
21.16,19.63,508,138,29
21.1,19.68,506,135,27
21.13,19.6,504,152,28
21.13,19.61,506,160,28
21.28,19.62,507,163,28
21.23,19.6,504,158,29
21.21,19.63,507,155,30
21.28,19.62,505,152,30
21.23,19.69,506,152,29
21.29,19.54,508,144,29
21.25,19.6,506,143,30
21.21,19.63,507,134,31
21.18,19.67,507,132,30
21.16,19.73,506,124,33
20.98,19.8,506,121,32
21.15,19.73,507,118,32
21.05,19.83,502,110,30
21.03,19.74,505,108,31
21.09,19.74,501,107,30
21.05,19.74,500,102,29
21.03,19.73,500,101,32
21.1,19.71,502,95,30
21.02,19.83,497,92,33
21.03,19.86,500,93,31
21.01,19.81,498,89,31
21.05,19.84,497,90,32
21.05,19.79,499,84,31
21.16,19.85,498,82,32
20.99,19.63,500,79,31
20.94,19.82,504,81,31
21.13,19.72,501,81,29
21.08,19.71,505,73,31
20.94,19.87,507,70,30
20.98,19.8,504,70,29
21.06,19.82,506,74,31
21.05,19.8,502,69,29
21.13,19.78,498,69,30
21.22,19.68,504,61,31
21.18,19.67,503,63,33
21.12,19.8,501,69,29
21.02,19.85,499,56,29
21.01,20.09,503,62,32
21.06,20.41,542,78,32
20.86,20.1,553,76,28
20.92,20.05,529,67,30
20.99,19.96,520,64,29
21.02,19.85,515,66,29
20.95,19.93,505,65,29
20.99,19.87,500,65,30
21.01,20.05,496,69,31
21.06,19.83,495,67,29
21.18,19.66,490,64,30
20.96,19.82,486,66,29
21.05,19.73,486,67,30
21.01,19.89,483,64,28
21.1,19.64,483,57,30
21.15,19.69,481,53,31
21.13,19.66,475,61,30
21.03,19.84,477,51,28
21.15,19.8,481,51,29
21.08,19.89,480,64,27
21.18,19.64,481,70,27
21.15,19.76,481,79,26
21.12,19.7,489,96,27
21.19,19.69,495,92,25
21.25,19.73,498,87,22
21.19,19.7,497,81,24
21.18,19.83,494,84,24
21.23,19.73,501,74,24
21.13,19.86,502,74,22
21.19,19.79,508,69,22
21.28,19.77,518,68,20
21.22,19.81,523,62,21
21.18,19.85,523,58,20
21.23,19.68,517,51,19
21.28,19.68,513,51,18
21.22,19.68,509,50,21
21.26,19.86,507,50,23
21.26,19.96,501,44,21
21.21,19.96,503,47,21
21.25,19.88,505,40,22
21.08,20.45,516,39,20
21.22,20.36,515,42,20
21.28,20.42,514,43,22
21.38,20.39,520,56,22
21.3,20.64,520,73,56
21.32,20.11,523,83,65
21.35,19.94,525,79,62
21.29,20.0,538,74,55
21.3,20.03,532,66,50
21.35,19.98,535,56,42
21.48,19.61,534,58,33
21.5,20.03,559,45,29
21.48,20.58,561,47,25
21.62,20.88,568,46,23
21.79,21.15,566,53,22
21.76,21.18,575,44,21
21.74,21.21,578,50,18
21.9,20.91,584,51,15
21.99,20.87,584,46,14
21.92,21.02,583,35,13
22.09,20.68,604,42,12
21.8,20.81,601,41,11
21.99,20.54,613,41,11
21.86,20.59,609,34,10
21.86,20.68,623,38,8
21.87,20.64,644,37,8
21.82,20.59,659,32,8
21.85,20.41,644,31,7
21.83,20.43,637,34,6
21.76,20.45,632,33,6
21.82,20.31,623,31,5
21.85,20.09,602,32,5
21.72,20.26,593,27,5
21.83,20.37,586,39,5
21.62,20.75,603,44,14
21.76,20.71,608,46,13
21.59,21.13,607,59,13
21.74,20.64,595,57,12
21.76,20.78,587,59,11
21.59,20.73,592,61,9
21.76,20.6,580,56,9
21.7,20.72,589,50,8
21.72,21.01,592,63,254
21.79,23.63,990,107,578
21.89,23.69,764,126,556
22.0,21.96,789,124,455
22.11,22.06,905,124,399
22.16,21.82,741,116,321
22.13,21.42,687,99,297
22.2,21.13,674,105,252
22.27,20.97,673,101,220
22.24,20.98,810,99,177
22.31,20.6,698,96,152
22.06,20.88,658,95,139
22.09,20.81,647,93,120
22.03,20.76,635,90,105
22.03,21.13,627,89,94
21.85,21.33,630,91,86
21.92,21.1,669,88,74
21.92,20.77,641,78,65
21.79,20.82,620,76,53
21.77,20.63,595,67,52
21.82,20.4,577,71,44
21.35,21.01,565,64,44
21.3,21.11,555,63,39
21.22,21.39,546,63,43
21.16,21.43,540,66,40
21.05,21.53,534,62,34
21.26,21.51,530,70,33
21.16,22.69,574,86,33
21.19,22.61,610,91,29
21.26,22.98,615,97,32
21.32,23.54,629,107,38
21.38,26.05,640,130,57
21.56,26.33,664,180,97
21.5,26.05,677,189,89
21.45,26.9,680,227,104
21.52,27.25,698,263,97
21.76,27.42,740,330,105
21.79,26.96,771,364,102
21.8,26.44,767,373,94
21.8,25.87,762,347,74
21.83,25.47,748,331,65
21.96,25.15,740,326,56
22.16,24.74,753,307,48
22.16,24.3,837,334,39
22.07,24.47,772,309,38
22.01,24.47,744,295,31
21.95,24.77,733,294,26
21.95,24.61,747,283,28
21.99,24.41,749,275,22
21.93,24.27,738,264,18
21.9,24.12,726,246,19
21.89,23.99,749,266,13
22.01,23.49,759,243,14
21.95,23.07,723,214,12
21.48,23.24,697,203,11
21.53,23.48,677,210,14
21.57,23.38,661,202,12
21.52,23.7,679,201,10
21.56,23.78,676,198,10
21.57,24.0,674,193,9
21.62,24.2,665,191,10
21.57,24.45,658,241,8
21.56,24.61,652,244,9
21.56,24.36,651,260,8
21.56,24.22,652,260,7
21.6,24.74,650,254,8
21.72,24.08,642,252,7
21.7,23.73,635,248,6
21.8,23.24,622,226,7
21.8,22.92,608,204,5
21.73,22.63,594,186,6
21.74,22.41,583,179,5
21.76,22.35,578,194,5
21.7,22.44,571,185,6
21.74,21.95,562,184,5
21.82,21.58,557,172,5
21.93,21.35,610,179,5
22.06,21.42,583,187,4
22.07,20.93,577,160,4
22.16,21.15,591,157,4
22.16,21.14,626,156,4
22.21,21.66,652,164,4
22.31,21.19,649,159,4
22.33,21.34,629,169,3
22.51,21.51,664,267,6
22.46,21.44,677,301,6
22.51,21.56,671,332,6
22.54,21.29,673,317,6
22.54,21.01,663,289,6
22.54,21.0,669,282,6
22.58,20.91,661,283,4
22.67,20.97,677,280,4
22.67,20.95,678,330,4
22.64,21.25,688,458,4
22.6,21.17,692,364,4
22.7,21.06,696,342,3
22.7,21.0,700,318,4
22.75,21.08,682,284,7
22.68,21.06,677,262,8
22.67,21.04,661,244,11
22.65,21.0,707,229,13
22.67,20.84,666,215,14
22.6,20.68,649,199,13
22.6,20.88,640,202,16
22.53,20.7,644,184,16
22.53,20.64,635,169,15
22.48,20.71,638,165,20
22.57,20.79,621,150,20
22.44,20.9,618,155,22
22.53,20.6,613,153,20
22.51,20.55,608,151,22
22.44,20.56,614,180,22
22.48,20.55,605,154,21
22.27,21.13,605,224,24
22.46,20.53,604,170,23
22.36,20.5,587,172,23
22.34,20.32,598,165,21
22.34,20.26,586,172,21
22.17,20.44,587,200,22
22.17,20.23,584,208,20
22.07,20.24,575,199,19
22.07,20.33,570,175,21
22.03,20.21,565,162,21
22.01,20.21,554,150,20
21.86,20.13,552,142,19
21.95,20.05,538,136,17
21.86,19.98,530,126,18
21.85,19.95,525,128,16
21.86,19.91,523,119,17
21.8,19.94,520,116,16
21.66,20.0,516,103,19
21.7,19.9,514,106,18
21.7,19.98,516,107,18
21.59,20.02,521,102,21
21.57,20.02,513,99,21
21.49,20.07,513,96,19
21.6,19.97,513,95,22
21.54,19.98,513,86,23
21.53,20.0,518,85,24
21.52,20.06,516,90,24
21.5,20.0,516,88,24
21.49,20.01,511,86,24
21.49,20.06,509,85,26
21.45,20.06,510,86,26
21.45,20.04,507,95,24
21.43,20.01,509,88,27
21.43,20.06,508,88,27
21.38,20.07,507,92,26
21.43,20.06,507,94,28
21.38,20.14,507,102,28
21.39,20.17,509,113,28
21.33,20.26,516,125,29
21.38,20.5,519,138,31
21.28,20.59,521,139,32
21.29,20.69,526,150,31
21.4,20.6,532,155,30
21.28,20.7,533,160,30
21.38,20.47,534,155,28
21.42,20.38,536,161,28
21.36,20.54,534,155,29
21.28,20.46,531,156,27
21.33,20.54,532,152,27
21.28,20.49,532,153,27
21.38,20.41,529,138,27
21.3,20.52,528,140,28
21.33,20.38,528,133,27
21.25,20.34,525,128,29
21.22,20.31,524,124,28
21.35,20.3,523,125,28
21.26,20.24,522,115,27
21.25,20.25,517,114,29
21.25,20.22,513,109,28
21.22,20.15,517,102,28
21.23,20.19,516,100,29
21.26,20.12,518,97,28
21.29,20.31,521,99,27
21.23,20.28,520,97,31
21.29,20.2,521,99,30
21.09,20.38,520,99,31
21.25,20.21,520,102,30
21.23,20.15,516,109,29
21.26,20.06,512,114,31
21.28,20.06,515,114,30
21.21,20.13,513,113,31
21.19,20.12,513,116,32
21.18,20.18,515,112,31
21.25,20.03,513,108,30
21.23,19.99,513,107,32
21.08,19.96,506,94,29
21.28,19.93,507,100,30
21.12,19.83,507,109,28
21.23,19.84,508,112,29
21.23,19.88,509,103,30
21.26,19.89,509,110,32
21.21,19.87,508,106,30
21.19,19.99,509,104,32
21.29,19.99,509,105,32
21.19,19.94,506,98,32
21.25,19.82,514,91,32
21.12,19.92,512,90,32
21.22,19.92,510,87,31
21.22,20.08,511,114,33
21.23,19.9,520,191,30
21.32,19.9,524,210,29
21.16,20.04,527,236,29
21.09,19.99,530,268,29
21.28,19.91,538,272,28
21.18,19.97,540,293,26
21.22,19.88,541,293,26
21.09,19.95,546,290,27
21.06,20.08,554,292,28
21.22,20.37,572,297,28
21.15,20.22,584,272,29
21.16,20.42,607,278,23
21.19,20.16,621,250,23
21.35,20.02,600,242,24
20.84,20.44,601,239,27
21.18,20.37,609,215,22
20.95,20.31,602,203,26
20.92,20.77,622,203,26
20.91,20.8,613,188,25
20.91,21.04,606,194,27
20.99,21.04,606,191,26
20.95,21.36,604,195,27
20.92,22.03,622,198,28
20.99,22.27,647,210,28
21.02,22.88,702,269,27
20.94,23.26,723,236,33
20.99,22.61,716,230,30
21.03,22.49,699,221,29
21.23,22.02,679,199,26
21.12,21.68,656,177,26
21.15,21.45,639,153,26
21.18,20.84,620,143,22
21.32,20.88,630,136,19
21.42,20.59,614,128,22
21.39,20.39,595,127,31
21.4,20.26,592,118,31
21.57,19.81,571,115,33
21.63,19.72,587,114,29
21.63,19.41,618,101,25
21.59,19.4,571,95,22
21.46,19.4,557,85,21
21.32,19.54,566,83,21
21.38,19.67,605,74,17
21.36,19.42,595,68,16
21.59,18.89,584,66,14
21.62,18.61,596,52,11
21.83,18.28,562,53,10
21.76,18.45,544,44,9
21.72,18.05,548,34,11
21.66,18.26,540,36,8
21.74,18.08,534,33,7
21.89,18.0,530,37,7
21.93,18.09,528,47,7
21.87,18.19,526,44,6
21.92,18.22,530,47,6
21.83,18.28,529,44,6
21.86,18.03,539,47,5
21.89,18.16,570,36,4
21.83,18.03,543,36,6
21.99,17.87,532,33,5
21.97,17.88,535,24,3
22.01,18.02,536,30,3
21.97,17.96,528,22,3
22.09,17.59,532,21,3
22.04,17.59,557,20,3
22.09,17.49,523,20,3
22.01,17.53,521,20,2
22.13,17.18,573,21,3
22.16,17.25,531,20,2
22.04,17.25,521,20,3
22.23,17.06,518,23,2
22.14,17.1,522,20,2
22.1,17.12,577,21,2
22.06,17.1,524,20,3
22.1,17.17,594,20,2
22.04,17.13,549,23,2
22.07,17.04,669,30,2
22.11,16.98,551,20,2
22.13,16.85,532,20,1
22.07,16.88,553,21,2
22.14,16.92,601,21,2
22.1,17.71,528,22,1
22.06,16.97,563,20,2
22.1,16.79,528,21,2
22.09,16.9,509,21,1
21.96,16.92,510,20,2
21.77,17.36,511,22,4
21.77,17.36,508,25,5
21.82,17.52,509,26,5
21.86,18.35,508,23,9
21.79,18.94,511,31,13
21.76,19.88,508,63,49
21.79,20.71,512,109,46
21.72,21.65,517,164,44
21.7,22.3,520,218,43
21.52,22.67,514,277,39
21.67,22.81,510,325,37
21.6,23.03,507,396,34
21.59,22.96,502,400,37
21.48,22.75,497,387,31
21.52,22.59,490,360,34
21.39,22.45,488,352,28
21.36,22.46,486,325,28
21.48,22.97,480,329,27
21.49,22.28,570,330,30
21.53,21.91,517,297,28
21.56,22.21,495,275,29
21.62,21.71,491,336,26
21.62,21.6,486,269,26
21.66,21.43,490,257,29
21.64,21.29,497,243,26
21.72,21.06,482,231,27
21.72,20.91,479,207,28
21.72,20.78,484,188,24
21.73,21.12,514,181,23
21.64,21.03,531,176,24
21.62,20.52,533,168,22
21.63,20.66,535,183,92
21.87,21.17,552,245,181
21.82,21.23,547,237,160
21.82,21.1,696,240,131
21.8,21.18,598,217,120
21.76,21.33,585,206,101
21.9,21.36,640,195,81
21.83,21.93,644,182,70
21.76,21.31,664,163,64
21.77,21.46,646,196,54
21.79,21.18,628,196,50
21.7,21.36,616,200,46
21.74,21.13,616,187,43
21.67,21.18,619,186,40
21.66,21.31,626,209,36
21.59,21.27,629,203,36
21.6,21.38,626,191,33
21.66,21.36,627,228,34
21.6,21.54,623,213,32
21.8,21.72,736,212,30
21.7,22.84,820,236,33
21.9,21.71,707,191,27
21.97,21.61,670,176,25
21.92,22.03,686,184,25
22.06,23.52,709,187,27
22.2,23.6,778,200,25
22.24,23.46,743,196,21
22.2,23.53,721,193,25
22.14,23.81,708,186,25
22.21,23.33,703,175,27
22.09,23.24,688,157,26
22.04,22.99,668,152,25
22.21,22.37,658,154,22
22.23,21.99,648,144,21
22.24,21.84,643,138,21
22.16,21.66,638,135,19
22.2,21.71,637,129,21
22.3,21.93,663,132,18
22.31,21.9,731,130,19
22.5,21.77,708,124,19
22.57,21.92,733,127,23
22.41,22.26,742,124,25
22.39,21.83,824,122,21
22.17,22.22,784,122,19
22.26,21.63,768,118,19
22.2,21.63,763,120,17
22.13,21.56,746,118,17
22.14,21.18,750,114,17
22.1,20.99,729,109,17
22.13,20.98,719,127,21
22.09,21.51,710,133,22
22.17,21.59,704,129,23
22.21,21.31,726,124,20
22.24,21.44,748,130,21
22.2,21.5,770,132,19
22.36,21.37,704,131,20
22.44,21.51,679,138,14
22.31,22.25,675,158,14
22.34,21.3,787,154,12
22.24,22.21,703,144,13
22.31,21.24,685,155,12
22.14,21.97,663,143,16
22.17,21.59,645,152,15
22.13,20.9,842,245,14
22.17,20.37,673,141,16
22.19,20.0,611,117,16
22.2,19.79,593,108,16
22.27,19.94,589,109,19
22.2,19.95,585,105,20
21.99,20.02,589,153,16
21.99,20.18,588,133,21
21.82,20.41,580,119,24
21.8,20.0,571,124,18
21.79,19.86,560,110,19
21.79,19.74,553,114,19
21.7,19.92,546,111,21
21.64,19.84,540,111,20
21.63,19.9,534,108,21
21.63,19.59,532,108,18
21.54,19.66,528,99,19
21.5,19.6,522,100,19
21.52,19.64,518,90,19
21.52,19.5,515,95,18
21.49,19.48,509,92,17
21.5,19.52,509,82,19
21.42,19.36,504,84,16
21.48,19.34,501,76,17
21.38,19.43,495,81,18
21.39,19.33,499,83,17
21.38,19.48,496,80,18
21.39,19.49,495,81,19
21.4,19.43,493,79,17
21.39,19.37,490,80,17
21.38,19.4,489,78,18
21.28,19.41,484,76,18
21.36,19.56,484,77,18
21.35,19.46,485,75,19
21.38,19.52,491,77,20
21.33,19.56,492,83,20
21.29,19.68,491,89,23
21.33,19.69,492,94,21
21.21,19.79,490,101,23
21.28,19.88,495,103,23
21.26,19.9,491,107,25
21.28,19.94,493,114,24
21.26,19.97,491,112,25
21.29,20.0,488,118,24
21.23,20.17,490,122,25
21.25,20.19,489,119,25
21.25,20.19,493,121,26
21.3,20.14,490,127,26
21.23,20.34,492,123,28
21.18,20.35,493,128,28
21.18,20.41,488,129,28
21.26,20.49,487,125,27
21.28,20.37,490,124,28
21.29,20.37,490,129,28
21.19,20.46,489,123,28
21.19,20.44,492,124,28
21.26,20.4,493,126,26
21.23,20.55,491,119,27
21.09,20.57,488,122,29
21.26,20.42,489,123,28
21.29,20.51,488,119,28
21.23,20.49,486,115,29
21.28,20.57,485,120,29
21.29,20.52,484,117,29
21.19,20.69,485,115,30
21.23,20.7,488,116,31
21.21,20.77,493,119,32
21.22,20.68,490,118,31
21.23,20.85,485,118,30
21.18,20.83,486,122,33
21.13,20.88,486,116,33
21.29,20.91,491,120,35
21.25,20.92,492,135,34
21.25,20.92,492,139,33
21.18,21.05,491,135,31
21.25,21.05,492,140,31
21.18,20.96,493,137,33
21.19,21.0,488,143,32
21.16,20.95,489,147,32
21.21,20.96,487,150,33
21.23,21.07,490,154,32
21.22,21.05,493,151,34
21.21,21.18,490,155,33
21.26,21.22,490,148,33
21.26,21.2,488,142,32
21.26,21.22,489,150,35
21.21,21.3,491,139,33
21.22,21.33,490,138,33
21.25,21.32,492,155,32
21.26,21.26,488,218,31
21.21,21.35,494,256,29
21.22,21.39,490,280,30
21.23,21.35,490,295,30
21.18,21.42,492,296,32
21.19,21.39,492,301,31
21.18,21.44,490,291,33
21.13,21.45,486,297,30
21.23,21.41,490,267,31
21.22,21.35,489,258,28
21.13,21.52,489,243,30
21.21,21.38,483,231,29
21.16,21.36,482,225,31
21.05,21.71,484,240,30
21.21,21.48,489,243,30
21.25,21.44,493,275,28
21.22,21.53,502,584,30
21.23,21.5,502,587,26
21.19,21.55,505,549,26
21.22,21.67,507,564,27
21.1,21.8,511,535,24
21.08,21.73,510,520,24
20.99,21.91,509,476,23
21.06,21.84,519,473,25
21.13,22.45,522,424,21
21.06,22.3,540,452,24
21.05,22.61,556,522,22
21.21,22.55,598,579,20
21.32,22.36,594,491,20
21.21,22.32,583,447,19
21.23,22.12,576,430,18
21.29,21.97,568,370,17
21.15,22.08,561,343,14
21.21,21.91,550,316,15
21.23,21.96,536,299,14
21.32,21.93,531,290,15
21.15,22.4,536,277,16
21.15,22.56,562,275,18
21.23,22.53,579,257,16
21.28,22.55,583,239,16
21.08,23.1,578,223,15
21.21,22.37,571,198,15
21.23,22.13,562,169,13
21.3,21.87,544,158,13
21.33,21.72,525,149,12
21.32,21.65,513,141,13
21.3,21.62,499,135,10
21.29,21.95,494,127,11
21.36,22.32,504,121,13
21.29,27.17,540,126,53
21.25,28.73,546,128,67
21.25,29.36,539,125,71
21.18,30.94,526,127,91
21.18,31.77,514,127,103
21.13,32.83,507,134,123
21.22,31.47,507,130,107
21.36,32.1,519,128,132
21.43,31.7,533,125,124
21.45,31.77,568,124,126
21.29,33.24,537,126,143
21.25,34.71,520,124,157
21.43,34.8,513,118,154
21.45,34.0,570,124,154
21.56,34.7,526,121,147
21.66,34.4,528,119,147
21.6,34.73,765,125,136
21.57,34.1,540,116,136
21.38,34.46,521,114,139
21.48,35.35,524,112,133
21.38,34.89,523,106,139
21.42,34.34,981,110,118
21.39,36.7,578,113,161
21.39,37.64,546,113,174
21.39,38.43,537,110,192
21.45,39.56,533,120,209
21.4,39.23,526,116,212
21.45,40.35,517,115,223
21.45,41.41,510,121,245
21.46,42.52,510,123,253
21.5,42.95,505,121,270
21.56,42.05,520,134,252
21.67,41.4,548,158,238
21.62,41.55,578,164,242
21.49,42.56,596,160,244
21.46,43.22,582,157,253
21.42,43.6,565,155,256
21.38,43.83,555,147,260
21.38,39.39,549,140,201
21.52,33.31,542,130,112
21.6,36.21,543,129,139
21.67,39.26,557,131,182
21.74,40.31,578,136,191
21.52,42.56,589,138,213
21.49,43.81,580,139,221
21.85,42.62,568,153,210
21.76,42.89,582,169,211
21.64,43.56,594,179,209
21.74,44.23,601,195,219
21.57,44.62,606,199,228
21.57,44.85,600,204,226
21.49,45.57,590,195,238
21.5,45.28,575,189,236
21.5,40.05,560,174,168
21.6,35.12,597,169,91
21.49,33.89,553,155,88
21.6,31.55,536,149,67
21.6,30.81,519,140,62
21.54,30.97,523,131,53
21.56,30.19,524,125,51
21.53,29.84,508,111,46
21.53,29.55,502,110,39
21.52,29.42,490,110,37
21.48,29.04,485,102,35
21.48,28.76,476,100,30
21.43,28.57,468,98,27
21.39,28.38,461,93,25
21.43,28.13,457,93,23
21.39,28.02,452,87,23
21.45,27.68,448,85,20
21.45,27.5,443,83,18
21.4,27.54,445,79,16
21.43,27.32,436,75,15
21.36,27.34,434,68,13
21.39,27.04,430,65,12
21.36,26.91,425,72,12
21.35,26.76,424,68,10
21.33,26.65,422,61,10
21.3,26.48,422,60,9
21.3,26.55,413,64,8
21.32,26.33,413,62,7
21.33,26.27,411,60,7
21.35,26.4,413,58,7
21.3,26.12,412,49,6
21.29,26.17,411,47,6
21.23,26.17,411,50,5
21.09,26.36,404,50,4
21.21,26.57,428,62,4
21.28,26.58,447,71,4
21.28,26.79,445,79,4
21.28,26.88,450,109,17
21.3,27.17,466,145,26
21.23,27.79,479,166,67
21.3,28.01,486,187,104
21.42,27.54,495,226,137
21.35,28.2,508,213,125
21.36,28.02,520,223,119
21.33,27.99,529,225,104
21.35,28.64,536,221,92
21.38,28.7,542,220,88
21.43,28.59,545,226,73
21.35,28.67,542,214,62
21.26,28.29,537,214,55
21.48,28.23,542,266,48
21.56,33.69,566,259,112
21.67,35.66,588,264,128
21.69,36.63,618,281,148
21.64,37.61,622,275,160
21.64,38.07,628,262,169
21.7,38.19,647,269,173
21.76,38.23,632,257,170
21.85,37.51,639,251,156
21.64,38.21,650,230,163
21.8,38.76,686,232,182
21.79,39.26,751,224,181
21.79,39.09,700,216,179
21.83,40.7,691,217,194
21.86,40.18,739,239,184
22.0,41.54,800,224,190
21.93,38.59,824,211,157
21.99,41.8,837,225,183
21.95,43.09,827,216,218
21.99,43.58,810,208,242
22.01,44.58,790,199,254
22.0,44.68,775,206,256
21.82,35.8,740,174,134
21.85,32.62,704,164,87
21.8,31.66,688,145,79
21.74,31.42,647,137,74
21.74,30.91,622,126,65
21.72,30.45,602,119,56
21.67,30.08,586,111,50
21.62,29.78,565,112,45
21.64,29.59,547,106,40
21.59,29.39,532,98,36
21.59,29.04,523,99,34
21.57,28.89,511,96,31
21.49,29.13,500,91,26
21.52,29.33,528,102,25
21.48,29.82,540,100,22
21.59,30.41,555,109,20
21.62,30.52,562,124,20
21.66,30.9,576,151,46
21.8,30.7,602,217,77
21.87,30.28,607,204,74
21.92,30.05,612,213,64
22.07,29.53,633,210,53
22.16,29.33,641,211,46
22.11,29.46,646,218,44
22.21,29.65,672,266,40
22.28,29.49,702,258,37
22.24,29.46,706,245,31
22.33,29.09,699,241,28
22.37,28.65,692,238,25
22.37,28.58,668,257,25
22.34,28.56,653,225,25
22.31,28.35,643,227,24
22.37,28.24,635,205,25
22.33,28.42,633,244,26
22.33,28.39,626,236,26
22.28,28.48,626,221,27
22.28,28.49,620,214,27
22.46,28.18,618,207,25
22.39,28.08,615,201,24
22.36,28.02,613,192,27
22.4,28.02,596,174,25
22.39,28.23,600,223,25
22.5,27.63,609,167,23
22.39,27.8,593,164,24
22.43,27.69,600,167,22
22.19,28.16,593,166,22
22.09,27.94,584,158,20
22.01,27.85,567,147,20
21.93,27.83,555,146,20
21.95,27.8,547,144,18
21.95,27.66,538,134,16
21.85,27.63,532,128,15
21.82,27.6,521,127,14
21.79,27.5,515,124,13
21.76,27.47,508,119,13
21.72,27.43,502,119,12
21.72,27.42,494,110,12
21.64,27.42,495,108,12
21.66,27.38,490,101,11
21.59,27.34,488,102,11
21.66,27.32,485,94,12
21.54,27.38,485,92,10
21.56,27.21,484,90,11
21.53,27.21,479,93,10
21.5,27.24,476,90,11
21.53,27.25,474,88,11
21.53,27.25,473,94,11
21.48,27.3,474,88,12
21.5,27.29,476,90,12
21.45,27.32,479,93,14
21.42,27.52,485,96,14
21.46,27.34,482,94,16
21.46,27.29,483,97,16
21.43,27.36,486,94,17
21.4,27.35,488,93,17
21.4,27.3,488,93,17
21.4,27.16,489,100,17
21.38,27.24,489,99,20
21.42,27.03,484,103,19
21.39,27.09,489,109,20
